Id,Attrition
143,0.160413275
144,0.017491896
145,0.133317256
146,0.770537465
147,0.428551537
148,0.729009378
149,0.236285728
150,0.79895461
151,0.778247146
152,0.83613651
153,0.00614685
154,0.916959967
155,0.008939582
156,0.100957189
157,0.037818933
158,0.29173583
159,0.09768863
160,0.025623009
161,0.858009323
162,0.32641194
163,0.021148982
164,0.018529707
165,0.220280173
166,0.578301515
167,0.363263894
168,0.603041272
169,0.009346953
170,0.032558644
171,0.099179866
172,0.022249732
173,0.240038129
174,0.767217408
175,0.032452361
176,0.275107519
177,0.246813996
178,0.588051316
179,0.062620073
180,0.66867556
181,0.1855856
182,0.065403323
183,0.970185359
184,0.021123362
185,0.946153229
186,0.024484213
187,0.042220034
188,0.074652318
189,0.000583584
190,0.040897014
191,0.298638938
192,0.125323312
193,0.00072848
194,0.402265703
195,0.894995668
196,0.823904932
197,0.348221691
198,0.218409531
199,0.06171767
200,0.348503105
201,0.279203007
202,0.696964547
203,0.960749055
204,0.070670601
205,0.519590976
206,0.07389736
207,0.935749361
208,0.142511238
209,0.292944216
210,0.751808677
211,0.856286119
212,0.328091532
213,0.159233038
214,0.317700555
215,0.870559473
216,0.70810507
217,0.916272899
218,0.138732789
219,0.221634575
220,0.050909128
221,0.458934542
222,0.271390591
223,0.595976899
224,0.420283261
225,0.666815218
226,0.065233079
227,0.730174445
228,0.007514339
229,0.175062702
230,0.00499718
231,0.703471318
232,0.168441223
233,0.535394905
234,0.326374767
235,0.019817894
236,0.184443167
237,0.111306966
238,0.030071776
239,0.951755078
240,0.375747441
241,0.221640051
242,0.031427458
243,0.647111421
244,0.614660821
245,0.020399593
246,0.000249334
247,0.925091004
248,0.193513686
249,8.09475E-05
250,0.013594197
251,0.020777153
252,0.011668822
253,0.080076909
254,0.051150786
255,0.117856751
256,0.979452097
257,0.04067072
258,0.28526031
259,0.262972574
260,0.034493039
261,0.138827465
262,0.342014985
263,0.69182116
264,0.81533033
265,0.668433369
266,0.542886218
267,0.025683935
268,0.090616714
269,0.771501198
270,0.056196803
271,0.10703218
272,0.906298146
273,0.990741778
274,0.405923016
275,0.889108446
276,0.38639109
277,0.245149332
278,0.298538613
279,0.082550434
280,0.661580842
281,0.019870406
282,0.546571176
283,0.100548085
284,0.019089719
285,0.518379407
286,0.940784911
287,0.239624855
288,0.544385426
289,0.076916296
290,0.161226677
291,0.907518801
292,0.362427384
293,0.175519792
294,0.280656966
295,0.019106348
296,0.132950885
297,0.130546307
298,0.036068913
299,0.855930592
300,0.119767862
301,0.107029277
302,0.08927941
303,0.124149995
304,0.932074402
305,0.049278085
306,0.01565122
307,0.498823668
308,0.883096828
309,0.007129228
310,0.052248873
311,0.197915425
312,0.83823383
313,0.464450461
314,0.514258406
315,0.659615035
316,0.789945628
317,0.593279009
318,0.479995556
319,0.07113789
320,0.284479699
321,0.170115884
322,0.365405298
323,0.032980751
324,0.075931885
325,0.800249094
326,0.477681146
327,0.854494645
328,0.951365247
329,0.811980327
330,0.088225827
331,0.074417914
332,0.677349982
333,0.164482419
334,0.163981685
335,0.392901658
336,0.00093335
337,0.175081889
338,0.128825565
339,0.514191227
340,0.802540103
341,0.664306456
342,0.775983902
343,0.000137586
344,0.847655274
345,0.45349168
346,0.208358817
347,0.448567466
348,0.36610766
349,0.045773823
350,0.315926218
351,0.050779926
352,0.100690708
353,0.751702336
354,0.213579912
355,0.051538395
356,0.886477244
357,0.895578323
358,0.037850953
359,0.085269491
360,0.298623951
361,0.494669561
362,0.024610854
363,0.001070455
364,0.192862071
365,0.905604891
366,0.251614518
367,0.288680892
368,0.480972615
369,0.067406971
370,0.542606309
371,0.34408505
372,0.037529005
373,0.023933561
374,0.741659319
375,0.867763271
376,0.078060386
377,0.837408084
378,0.647935844
379,0.778483548
380,0.04157627
381,0.930443417
382,0.284101101
383,0.233101765
384,0.046441125
385,0.864904122
386,0.846384221
387,0.673334908
388,0.866209308
389,0.30515068
390,0.503264758
391,0.125029231
392,0.032315514
393,0.664066121
394,0.145483609
395,0.019028958
396,0.362414511
397,0.836640365
398,2.35617E-05
399,0.132745706
400,0.461614806
401,0.167824134
402,0.016015403
403,0.562722359
404,0.466392441
405,0.496265064
406,0.001053028
407,0.029255617
408,0.653336315
409,0.195364549
410,0.359313316
411,0.51305153
412,0.059324478
413,0.312814169
414,0.037302158
415,0.5190386
416,0.000299308
417,0.869210164
418,0.452400651
419,0.010579686
420,0.058957101
421,0.66584194
422,0.764800259
423,0.062381549
424,0.413125156
425,0.524913659
426,0.00025233
427,0.212729498
428,0.407205036
429,0.195246488
430,0.238454818
431,0.078757019
432,0.202872461
433,0.177368468
434,0.012032541
435,0.006449111
436,0.000231641
437,0.348362347
438,0.01285817
439,0.018084807
440,0.123487576
441,0.687262128
442,0.141316803
443,0.131556405
444,0.009632314
445,0.530181088
446,0.031583487
447,0.024420417
448,0.421696626
449,0.228769341
450,0.487472634
451,0.136698525
452,0.107273912
453,0.950726345
454,0.739634082
455,0.561825811
456,0.001440309
457,0.927884367
458,0.624260821
459,0.779481296
460,0.111073217
461,0.000514297
462,0.002008469
463,0.881696115
464,0.689391418
465,0.684930263
466,0.55250203
467,0.973489177
468,0.2187287
469,0.32421724
470,0.032896282
